Temperatura (°C),pH,Oxígeno Disuelto (mg/L),Turbidez (NTU),Conductividad (uS/cm)
21.37,6.34,1.54,117.2205772,1139.275261
21.37,6.34,1.54,114.4042211,1187.4993
21.44,6.34,1.54,114.4042211,1203.8654840000002
21.44,6.34,1.54,111.6146449,1212.0927550000001
21.44,6.39,1.54,114.4042211,1212.0927550000001
21.5,6.34,1.5,114.4042211,1212.0927550000001
21.5,6.39,1.54,114.4042211,1147.22229
21.56,6.34,1.54,114.4042211,1195.673226
21.5,6.34,1.54,114.4042211,1163.221386
21.56,6.39,1.58,114.4042211,1220.355038
21.56,6.34,1.5,117.2205772,1147.22229
21.62,6.39,1.54,117.2205772,1171.289988
21.62,6.34,1.58,111.6146449,1212.0927550000001
21.56,6.39,1.54,114.4042211,1147.22229
21.69,6.34,1.54,117.2205772,1212.0927550000001
21.69,6.34,1.54,120.0637134,1163.221386
21.69,6.34,1.5,117.2205772,1155.204332
21.69,6.39,1.58,120.0637134,1171.289988
21.69,6.34,1.54,117.2205772,1163.221386
21.75,6.34,1.54,114.4042211,1203.8654840000002
21.75,6.39,1.58,120.0637134,1195.673226
21.75,6.34,1.54,117.2205772,1187.4993
21.75,6.39,1.62,120.0637134,1203.8654840000002
21.81,6.34,1.54,117.2205772,1212.0927550000001
21.81,6.34,1.54,114.4042211,1171.289988
21.81,6.34,1.58,120.0637134,1212.0927550000001
21.81,6.39,1.62,117.2205772,1131.347066
21.87,6.34,1.54,114.4042211,1195.673226
21.81,6.39,1.58,120.0637134,1155.204332
21.87,6.39,1.58,114.4042211,1195.673226
21.87,6.39,1.62,114.4042211,1203.8654840000002
21.87,6.34,1.62,117.2205772,1163.221386
21.87,6.34,1.58,114.4042211,1212.0927550000001
21.87,6.39,1.58,117.2205772,1163.221386
21.94,6.39,1.62,120.0637134,1195.673226
21.94,6.34,1.58,114.4042211,1220.355038
21.94,6.39,1.62,117.2205772,1195.673226
22.0,6.39,1.61,117.2205772,1212.0927550000001
21.94,6.34,1.62,111.6146449,1195.673226
22.0,6.39,1.61,114.4042211,1203.8654840000002
22.0,6.34,1.56,111.6146449,1187.4993
22.06,6.34,1.65,111.6146449,1147.22229
21.94,6.39,1.62,114.4042211,1139.275261
22.0,6.34,1.61,114.4042211,1163.221386
22.06,6.39,1.61,114.4042211,1195.673226
22.06,6.34,1.61,114.4042211,1171.289988
22.06,6.39,1.61,114.4042211,1187.4993
22.06,6.39,1.65,117.2205772,1187.4993
22.06,6.34,1.65,114.4042211,1203.8654840000002
22.12,6.34,1.65,117.2205772,1179.377138
22.12,6.39,1.69,120.0637134,1212.0927550000001
22.12,6.34,1.65,117.2205772,1203.8654840000002
20.44,5.0,2.07,117.2205772,1304.95659
20.44,5.0,2.03,117.2205772,1313.604223
20.5,5.0,1.99,117.2205772,1331.022424
20.44,5.0,1.94,114.4042211,1313.604223
20.5,5.0,1.94,114.4042211,1322.304696
20.5,5.09,1.9,114.4042211,1331.022424
20.5,5.04,1.9,120.0637134,1313.604223
20.5,5.09,1.82,120.0637134,1304.95659
20.5,5.04,1.77,120.0637134,1304.95659
20.5,5.04,1.82,117.2205772,1313.604223
20.5,5.09,1.73,117.2205772,1313.604223
20.5,5.09,1.73,114.4042211,1313.604223
20.5,5.09,1.73,111.6146449,1322.304696
20.5,5.09,1.69,114.4042211,1313.604223
20.5,5.09,1.69,111.6146449,1331.022424
20.5,5.04,1.64,111.6146449,1313.604223
20.5,5.04,1.64,111.6146449,1313.604223
20.5,5.04,1.64,114.4042211,1331.022424
20.5,5.04,1.64,114.4042211,1322.304696
20.56,5.09,1.64,111.6146449,1304.95659
20.5,5.0,1.64,114.4042211,1331.022424
20.5,5.04,1.6,111.6146449,1313.604223
20.56,5.04,1.6,114.4042211,1304.95659
20.56,5.04,1.6,114.4042211,1313.604223
20.56,5.09,1.56,117.2205772,1322.304696
20.5,5.09,1.6,114.4042211,1313.604223
20.56,5.09,1.56,114.4042211,1313.604223
20.56,5.09,1.51,114.4042211,1313.604223
20.56,5.09,1.51,114.4042211,1304.95659
20.56,5.09,1.56,117.2205772,1313.604223
20.56,5.09,1.51,114.4042211,1322.304696
20.5,5.04,1.51,114.4042211,1313.604223
20.56,5.09,1.56,114.4042211,1331.022424
20.56,5.09,1.56,114.4042211,1331.022424
20.56,5.04,1.51,117.2205772,1304.95659
20.56,5.04,1.51,120.0637134,1304.95659
20.56,5.04,1.51,114.4042211,1313.604223
20.56,5.04,1.51,117.2205772,1331.022424
20.56,5.0,1.51,114.4042211,1322.304696
20.56,5.0,1.51,117.2205772,1313.604223
20.56,5.04,1.47,117.2205772,1313.604223
20.56,5.0,1.56,120.0637134,1304.95659
20.56,5.04,1.47,111.6146449,1322.304696
20.56,5.09,1.47,111.6146449,1331.022424
20.56,5.09,1.47,117.2205772,1331.022424
20.56,5.14,1.47,114.4042211,1322.304696
20.56,3.17,1.47,120.0637134,1313.604223
20.56,3.46,1.43,117.2205772,1313.604223
20.62,3.84,1.47,114.4042211,1313.604223
20.56,3.99,1.43,114.4042211,1313.604223
20.62,4.23,1.47,111.6146449,1322.304696
20.62,4.32,1.47,114.4042211,1322.304696
20.56,4.42,1.47,120.0637134,1331.022424
20.62,4.52,1.47,114.4042211,1313.604223
20.56,4.66,1.47,114.4042211,1322.304696
20.56,4.71,1.51,117.2205772,1304.95659
20.62,4.95,1.51,114.4042211,1313.604223
20.62,4.37,1.56,117.2205772,1304.95659
20.62,4.42,1.56,120.0637134,1304.95659
20.62,3.84,1.6,117.2205772,1313.604223
20.62,3.7,1.6,120.0637134,1331.022424
20.62,3.94,1.64,117.2205772,1313.604223
20.62,4.08,1.64,114.4042211,1322.304696
20.62,3.31,1.69,117.2205772,1313.604223
20.62,3.51,1.69,114.4042211,1313.604223
20.62,3.94,1.69,117.2205772,1313.604223
20.62,2.93,1.69,114.4042211,1304.95659
20.62,2.64,1.69,114.4042211,1313.604223
20.62,2.88,1.69,114.4042211,1304.95659
20.62,3.07,1.69,114.4042211,1322.304696
20.62,3.51,1.69,117.2205772,1313.604223
20.62,3.41,1.69,117.2205772,1313.604223
20.62,3.41,1.73,120.0637134,1313.604223
20.62,3.7,1.69,117.2205772,1313.604223
20.62,3.94,1.69,117.2205772,1304.95659
20.62,4.13,1.73,114.4042211,1322.304696
20.62,4.23,1.73,114.4042211,1322.304696
20.62,4.32,1.69,114.4042211,1313.604223
20.62,4.42,1.69,114.4042211,1322.304696
20.62,4.42,1.69,114.4042211,1313.604223
20.62,4.52,1.69,114.4042211,1313.604223
20.62,4.61,1.69,114.4042211,1322.304696
20.69,4.66,1.64,114.4042211,1313.604223
20.62,4.76,1.69,114.4042211,1313.604223
20.62,4.76,1.64,114.4042211,1313.604223
20.62,4.85,1.6,114.4042211,1322.304696
20.62,4.85,1.64,117.2205772,1313.604223
20.62,4.9,1.64,114.4042211,1313.604223
20.69,4.9,1.6,117.2205772,1313.604223
20.69,4.95,1.6,114.4042211,1322.304696
20.62,5.0,1.56,111.6146449,1322.304696
20.69,4.95,1.56,117.2205772,1304.95659
20.62,5.0,1.51,117.2205772,1313.604223
20.69,5.0,1.51,117.2205772,1313.604223
20.62,5.04,1.56,117.2205772,1304.95659
20.69,5.04,1.51,114.4042211,1304.95659
20.69,5.04,1.47,117.2205772,1313.604223
20.69,5.0,1.51,114.4042211,1313.604223
20.69,5.04,1.47,117.2205772,1322.304696
20.69,5.04,1.47,120.0637134,1313.604223
20.62,5.04,1.43,114.4042211,1322.304696
20.69,5.04,1.47,120.0637134,1331.022424
20.69,5.04,1.47,114.4042211,1322.304696
20.69,5.04,1.47,120.0637134,1331.022424
20.69,5.04,1.43,114.4042211,1313.604223
20.69,5.04,1.43,117.2205772,1313.604223
20.69,5.04,1.43,114.4042211,1313.604223
20.69,5.0,1.43,117.2205772,1322.304696
20.69,5.0,1.38,117.2205772,1322.304696
20.69,5.0,1.38,114.4042211,1313.604223
20.69,5.0,1.38,114.4042211,1313.604223
20.69,5.0,1.38,117.2205772,1322.304696
20.69,5.0,1.43,114.4042211,1331.022424
20.69,4.95,1.43,114.4042211,1313.604223
20.69,4.95,1.34,114.4042211,1322.304696
20.69,4.95,1.38,117.2205772,1313.604223
20.69,5.0,1.34,120.0637134,1322.304696
20.69,5.0,1.38,120.0637134,1304.95659
20.69,5.0,1.34,114.4042211,1313.604223
20.69,5.0,1.38,117.2205772,1322.304696
20.69,5.0,1.38,114.4042211,1304.95659
20.69,5.0,1.38,120.0637134,1331.022424
20.69,5.0,1.34,120.0637134,1313.604223
20.69,5.0,1.34,117.2205772,1331.022424
20.69,4.95,1.34,117.2205772,1304.95659
20.69,4.95,1.34,120.0637134,1313.604223
20.69,4.95,1.34,120.0637134,1322.304696
20.69,4.9,1.34,117.2205772,1304.95659
20.69,5.0,1.38,114.4042211,1313.604223
20.69,5.0,1.34,117.2205772,1304.95659
20.69,5.0,1.34,117.2205772,1313.604223
20.69,5.0,1.34,114.4042211,1304.95659
20.69,4.95,1.34,120.0637134,1322.304696
20.75,4.95,1.34,117.2205772,1304.95659
20.69,4.95,1.34,114.4042211,1313.604223
20.69,4.9,1.34,120.0637134,1313.604223
20.75,4.9,1.25,120.0637134,1313.604223
20.75,4.9,1.3,117.2205772,1313.604223
20.75,4.9,1.34,114.4042211,1313.604223
20.69,4.9,1.34,114.4042211,1331.022424
20.69,4.85,1.3,117.2205772,1313.604223
20.75,4.95,1.3,120.0637134,1322.304696
20.75,4.9,1.34,120.0637134,1304.95659
20.75,4.9,1.34,117.2205772,1322.304696
20.75,4.95,1.3,117.2205772,1322.304696
20.75,4.85,1.3,117.2205772,1313.604223
20.75,4.9,1.3,117.2205772,1313.604223
20.75,4.9,1.34,120.0637134,1322.304696
20.75,4.9,1.34,117.2205772,1331.022424
20.75,4.9,1.3,117.2205772,1304.95659
20.75,4.9,1.3,117.2205772,1322.304696
20.75,4.9,1.3,114.4042211,1313.604223
20.75,4.9,1.3,120.0637134,1322.304696
20.75,4.9,1.3,117.2205772,1313.604223
20.75,4.9,1.3,117.2205772,1304.95659
20.75,4.95,1.3,114.4042211,1322.304696
20.75,4.95,1.3,117.2205772,1313.604223
20.75,4.9,1.34,117.2205772,1313.604223
20.75,4.95,1.3,120.0637134,1313.604223
20.75,4.95,1.3,114.4042211,1304.95659
20.75,5.0,1.3,117.2205772,1304.95659
20.75,5.0,1.3,117.2205772,1322.304696
20.75,5.0,1.3,117.2205772,1304.95659
20.75,4.95,1.25,114.4042211,1322.304696
20.75,5.0,1.25,117.2205772,1313.604223
20.75,5.0,1.25,114.4042211,1313.604223
20.75,4.95,1.3,120.0637134,1304.95659
20.75,4.95,1.3,117.2205772,1313.604223
20.75,5.0,1.25,117.2205772,1331.022424
20.81,5.0,1.3,114.4042211,1331.022424
20.75,5.0,1.3,117.2205772,1304.95659
20.75,4.95,1.3,117.2205772,1322.304696
20.75,4.95,1.3,114.4042211,1304.95659
20.75,4.95,1.3,117.2205772,1313.604223
20.75,5.0,1.3,117.2205772,1313.604223
20.75,4.95,1.3,117.2205772,1331.022424
20.75,5.0,1.3,114.4042211,1313.604223
20.75,5.0,1.3,114.4042211,1313.604223
20.75,5.0,1.3,117.2205772,1304.95659
20.75,4.95,1.25,117.2205772,1322.304696
20.81,4.95,1.3,120.0637134,1331.022424
20.81,4.95,1.25,117.2205772,1322.304696
20.75,5.0,1.3,120.0637134,1331.022424
20.81,5.0,1.3,117.2205772,1331.022424
20.81,4.95,1.3,120.0637134,1313.604223
20.81,5.0,1.25,117.2205772,1313.604223
20.81,5.0,1.3,114.4042211,1313.604223
20.81,5.0,1.3,117.2205772,1313.604223
20.81,5.0,1.3,120.0637134,1322.304696
20.81,5.0,1.3,117.2205772,1322.304696
20.81,5.0,1.3,117.2205772,1313.604223
20.81,5.0,1.25,117.2205772,1322.304696
20.81,5.0,1.3,117.2205772,1322.304696
20.81,5.0,1.3,117.2205772,1304.95659
20.81,5.0,1.25,117.2205772,1313.604223
20.81,5.0,1.25,117.2205772,1313.604223
20.81,5.04,1.34,120.0637134,1304.95659
20.81,5.04,1.3,120.0637134,1313.604223
20.81,5.04,1.3,120.0637134,1322.304696
20.81,5.04,1.3,120.0637134,1313.604223
20.81,5.04,1.3,120.0637134,1304.95659
20.81,5.04,1.25,117.2205772,1313.604223
20.81,5.04,1.25,117.2205772,1304.95659
20.81,5.04,1.3,120.0637134,1313.604223
20.81,5.04,1.3,117.2205772,1304.95659
20.81,5.04,1.3,120.0637134,1313.604223
20.81,5.09,1.3,117.2205772,1313.604223
20.81,5.04,1.3,120.0637134,1304.95659
20.81,5.04,1.25,120.0637134,1313.604223
20.81,5.09,1.3,117.2205772,1304.95659
20.81,5.09,1.34,117.2205772,1304.95659
20.81,5.09,1.3,117.2205772,1313.604223
20.81,5.04,1.25,120.0637134,1322.304696
20.81,5.09,1.3,117.2205772,1304.95659
20.81,5.14,1.3,117.2205772,1313.604223
20.87,5.09,1.3,122.3575038,1313.604223
20.87,5.09,1.3,117.2205772,1304.95659
20.87,5.09,1.3,120.0637134,1331.022424
20.81,5.09,1.25,120.0637134,1313.604223
20.81,5.09,1.25,120.0637134,1313.604223
20.81,5.09,1.25,120.0637134,1331.022424
20.87,5.09,1.25,120.0637134,1304.95659
20.81,5.09,1.3,120.0637134,1331.022424
20.87,5.09,1.3,117.2205772,1304.95659
20.81,5.09,1.25,120.0637134,1322.304696
20.87,5.09,1.3,117.2205772,1313.604223
20.87,5.04,1.3,120.0637134,1304.95659
20.87,5.09,1.3,120.0637134,1322.304696
20.87,5.09,1.3,122.3575038,1304.95659
20.87,5.09,1.25,117.2205772,1313.604223
20.87,5.09,1.25,117.2205772,1331.022424
20.87,5.09,1.3,120.0637134,1331.022424
20.87,5.09,1.25,120.0637134,1313.604223
20.87,5.09,1.3,122.3575038,1304.95659
20.87,5.09,1.3,120.0637134,1322.304696
20.87,5.09,1.34,117.2205772,1313.604223
20.87,5.14,1.25,120.0637134,1313.604223
20.87,5.09,1.3,120.0637134,1313.604223
20.87,5.09,1.3,122.3575038,1322.304696
20.87,5.14,1.25,117.2205772,1313.604223
20.87,5.09,1.34,122.3575038,1313.604223
20.87,5.14,1.3,122.3575038,1331.022424
20.87,5.14,1.3,117.2205772,1313.604223
20.87,5.09,1.3,122.3575038,1313.604223
20.87,5.09,1.25,120.0637134,1304.95659
20.87,5.14,1.3,122.3575038,1304.95659
20.87,5.14,1.25,122.3575038,1313.604223
20.87,5.09,1.3,120.0637134,1313.604223
20.87,5.14,1.25,120.0637134,1313.604223
20.87,5.14,1.3,120.0637134,1322.304696
20.87,5.14,1.25,125.2488439,1322.304696
20.87,5.14,1.25,122.3575038,1322.304696
20.87,5.09,1.34,122.3575038,1304.95659
20.87,5.09,1.3,125.2488439,1313.604223
20.87,5.14,1.3,122.3575038,1313.604223
20.87,5.14,1.3,120.0637134,1322.304696
20.87,5.14,1.3,122.3575038,1313.604223
20.94,5.14,1.3,122.3575038,1331.022424
20.87,5.19,1.3,122.3575038,1313.604223
20.87,5.14,1.3,122.3575038,1313.604223
20.87,5.14,1.25,120.0637134,1304.95659
20.87,5.09,1.3,122.3575038,1322.304696
20.87,5.19,1.25,120.0637134,1313.604223
20.94,5.14,1.25,120.0637134,1313.604223
20.87,5.14,1.3,122.3575038,1313.604223
20.94,5.14,1.25,122.3575038,1313.604223
20.94,5.19,1.3,122.3575038,1313.604223
20.87,5.14,1.3,120.0637134,1322.304696
20.87,5.14,1.3,122.3575038,1313.604223
20.94,5.14,1.3,122.3575038,1322.304696
20.94,5.14,1.25,120.0637134,1322.304696
20.94,5.19,1.25,120.0637134,1331.022424
20.87,5.14,1.25,122.3575038,1331.022424
20.87,5.19,1.34,120.0637134,1313.604223
20.94,5.19,1.25,122.3575038,1313.604223
20.87,5.19,1.3,120.0637134,1322.304696
20.94,5.14,1.3,120.0637134,1322.304696
20.94,5.19,1.3,120.0637134,1322.304696
20.94,5.19,1.3,120.0637134,1313.604223
20.94,5.19,1.3,120.0637134,1322.304696
20.94,5.19,1.25,122.3575038,1313.604223
20.94,5.19,1.3,120.0637134,1304.95659
20.94,5.19,1.3,122.3575038,1322.304696
20.94,5.19,1.3,117.2205772,1304.95659
20.94,5.14,1.3,120.0637134,1322.304696
20.94,5.19,1.25,122.3575038,1322.304696
20.94,5.19,1.34,120.0637134,1313.604223
20.94,5.19,1.25,122.3575038,1313.604223
20.94,5.19,1.3,120.0637134,1322.304696
20.94,5.19,1.25,122.3575038,1304.95659
20.94,5.19,1.3,120.0637134,1313.604223
20.94,5.19,1.3,120.0637134,1331.022424
20.94,5.19,1.3,117.2205772,1313.604223
20.94,5.19,1.25,120.0637134,1304.95659
20.94,5.24,1.25,120.0637134,1322.304696
20.94,5.19,1.25,117.2205772,1322.304696
20.94,5.19,1.3,117.2205772,1313.604223
20.94,5.24,1.25,120.0637134,1313.604223
20.94,5.24,1.25,120.0637134,1322.304696
20.94,5.19,1.25,120.0637134,1313.604223
20.94,5.19,1.25,120.0637134,1313.604223
20.94,5.24,1.25,122.3575038,1304.95659
20.94,5.19,1.25,117.2205772,1313.604223
20.94,5.19,1.3,117.2205772,1322.304696
20.94,5.19,1.25,122.3575038,1304.95659
20.94,5.24,1.25,120.0637134,1313.604223
20.94,5.24,1.3,120.0637134,1313.604223
20.94,5.19,1.3,117.2205772,1313.604223
20.94,5.24,1.3,120.0637134,1304.95659
20.94,5.19,1.3,120.0637134,1322.304696
20.94,5.24,1.25,117.2205772,1331.022424
21.0,5.19,1.28,120.0637134,1313.604223
20.94,5.24,1.25,117.2205772,1313.604223
20.94,5.24,1.25,117.2205772,1313.604223
21.0,5.24,1.24,117.2205772,1304.95659
21.0,5.19,1.28,117.2205772,1322.304696
20.94,5.24,1.25,117.2205772,1304.95659
21.0,5.28,1.28,120.0637134,1322.304696
20.94,5.28,1.3,120.0637134,1313.604223
21.0,5.24,1.28,120.0637134,1313.604223
21.0,5.24,1.28,120.0637134,1313.604223
21.0,5.28,1.28,117.2205772,1331.022424
20.94,5.28,1.3,117.2205772,1331.022424
20.94,5.24,1.3,117.2205772,1304.95659
21.0,5.24,1.28,120.0637134,1313.604223
20.94,5.28,1.25,120.0637134,1322.304696
21.0,5.24,1.28,120.0637134,1304.95659
21.0,5.28,1.28,120.0637134,1322.304696
21.0,5.24,1.33,120.0637134,1322.304696
21.0,5.28,1.28,117.2205772,1313.604223
21.0,5.28,1.24,120.0637134,1313.604223
21.0,5.24,1.28,117.2205772,1313.604223
21.0,5.33,1.24,114.4042211,1313.604223
21.0,5.24,1.28,117.2205772,1322.304696
21.0,5.33,1.24,120.0637134,1313.604223
21.0,5.28,1.24,114.4042211,1331.022424
21.0,5.28,1.24,120.0637134,1313.604223
21.0,5.28,1.28,117.2205772,1304.95659
21.0,5.28,1.28,114.4042211,1313.604223
21.0,5.28,1.24,117.2205772,1313.604223
21.0,5.28,1.28,114.4042211,1304.95659
21.0,5.28,1.28,117.2205772,1304.95659
21.0,5.33,1.28,114.4042211,1331.022424
21.0,5.28,1.28,114.4042211,1322.304696
21.0,5.28,1.24,117.2205772,1322.304696
21.0,5.28,1.24,117.2205772,1313.604223
21.0,5.28,1.28,120.0637134,1322.304696
21.0,5.28,1.28,120.0637134,1313.604223
21.0,5.28,1.28,120.0637134,1313.604223
21.0,5.28,1.28,120.0637134,1313.604223
21.0,5.28,1.24,117.2205772,1313.604223
21.0,5.33,1.24,117.2205772,1304.95659
21.0,5.33,1.24,117.2205772,1322.304696
21.0,5.33,1.28,117.2205772,1313.604223
21.0,5.28,1.24,120.0637134,1313.604223
21.0,5.28,1.28,111.6146449,1313.604223
21.0,5.28,1.24,117.2205772,1322.304696
21.0,5.33,1.24,117.2205772,1322.304696
21.06,5.33,1.24,114.4042211,1322.304696
21.0,5.33,1.24,117.2205772,1322.304696
21.0,5.33,1.24,114.4042211,1313.604223
21.06,5.33,1.24,117.2205772,1313.604223
21.0,5.28,1.24,114.4042211,1322.304696
21.06,5.33,1.24,114.4042211,1313.604223
21.0,5.33,1.24,114.4042211,1322.304696
21.0,5.33,1.28,117.2205772,1322.304696
21.06,5.28,1.24,117.2205772,1313.604223
21.06,5.33,1.24,114.4042211,1313.604223
21.06,5.33,1.28,120.0637134,1322.304696
21.0,5.33,1.24,120.0637134,1313.604223
21.06,5.33,1.24,114.4042211,1331.022424
21.06,5.33,1.28,114.4042211,1304.95659
21.06,5.33,1.28,111.6146449,1304.95659
21.0,5.38,1.24,111.6146449,1313.604223
21.06,5.33,1.28,114.4042211,1331.022424
21.06,5.33,1.28,114.4042211,1313.604223
21.06,5.33,1.24,117.2205772,1313.604223
21.06,5.33,1.24,114.4042211,1313.604223
21.06,5.33,1.28,111.6146449,1313.604223
21.06,5.33,1.24,120.0637134,1304.95659
21.06,5.33,1.24,114.4042211,1313.604223
21.06,5.33,1.24,111.6146449,1322.304696
21.06,5.38,1.24,120.0637134,1313.604223
21.06,5.33,1.24,114.4042211,1313.604223
21.06,5.33,1.24,114.4042211,1322.304696
21.06,5.38,1.28,114.4042211,1313.604223
21.06,5.38,1.28,114.4042211,1322.304696
21.06,5.38,1.24,117.2205772,1322.304696
21.06,5.33,1.24,117.2205772,1322.304696
21.06,5.38,1.24,117.2205772,1331.022424
21.06,5.33,1.28,117.2205772,1322.304696
21.06,5.33,1.24,111.6146449,1304.95659
21.06,5.33,1.28,117.2205772,1322.304696
21.06,5.33,1.28,117.2205772,1304.95659
21.06,5.33,1.24,117.2205772,1313.604223
21.06,5.33,1.28,120.0637134,1313.604223
21.06,5.33,1.28,114.4042211,1313.604223
21.06,5.43,1.24,114.4042211,1304.95659
21.06,5.38,1.24,114.4042211,1313.604223
21.06,5.38,1.24,111.6146449,1304.95659
21.06,5.38,1.24,117.2205772,1313.604223
21.06,5.38,1.24,114.4042211,1304.95659
21.06,5.38,1.24,111.6146449,1313.604223
21.06,5.33,1.24,114.4042211,1313.604223
21.06,5.33,1.24,114.4042211,1322.304696
21.06,5.38,1.24,114.4042211,1322.304696
21.06,5.38,1.28,114.4042211,1313.604223
21.06,5.38,1.24,114.4042211,1313.604223
21.12,5.33,1.28,120.0637134,1313.604223
21.12,5.38,1.24,117.2205772,1313.604223
21.06,5.38,1.24,114.4042211,1331.022424
21.12,5.38,1.24,117.2205772,1313.604223
21.06,5.38,1.24,114.4042211,1313.604223
21.12,5.38,1.24,117.2205772,1331.022424
21.12,5.38,1.24,114.4042211,1322.304696
21.12,5.38,1.24,111.6146449,1331.022424
21.12,5.38,1.24,114.4042211,1322.304696
21.12,5.38,1.28,114.4042211,1322.304696
21.12,5.38,1.24,117.2205772,1304.95659
21.12,5.38,1.24,117.2205772,1322.304696
21.06,5.38,1.24,117.2205772,1322.304696
20.06,5.09,1.34,117.2205772,1304.95659
20.0,5.19,1.3,114.4042211,1304.95659
20.0,5.24,1.21,117.2205772,1304.95659
20.0,5.38,1.17,114.4042211,1304.95659
20.0,5.24,1.17,117.2205772,1313.604223
20.0,4.85,1.21,120.0637134,1304.95659
19.94,4.8,1.22,120.0637134,1313.604223
19.94,4.61,1.14,111.6146449,1304.95659
19.94,4.71,1.18,111.6146449,1287.7663619999998
19.94,4.95,1.18,114.4042211,1304.95659
19.94,5.09,1.18,114.4042211,1322.304696
19.94,4.8,1.18,117.2205772,1313.604223
19.94,4.71,1.18,114.4042211,1313.604223
19.87,4.76,1.22,117.2205772,1296.34397
19.87,5.09,1.22,117.2205772,1304.95659
19.87,5.0,1.27,117.2205772,1287.7663619999998
19.87,5.0,1.22,117.2205772,1296.34397
19.87,4.85,1.27,120.0637134,1296.34397
19.87,4.56,1.27,117.2205772,1304.95659
19.87,4.71,1.27,114.4042211,1287.7663619999998
19.87,4.23,1.36,114.4042211,1296.34397
19.87,4.18,1.4,120.0637134,1296.34397
19.87,4.18,1.53,114.4042211,1296.34397
19.87,4.13,1.66,114.4042211,1304.95659
19.87,3.89,1.75,114.4042211,1296.34397
19.94,4.23,1.92,120.0637134,1287.7663619999998
19.87,4.32,1.97,117.2205772,1296.34397
19.87,4.18,2.06,117.2205772,1296.34397
19.87,4.23,2.23,117.2205772,1296.34397
19.87,4.52,2.32,114.4042211,1287.7663619999998
19.87,4.61,2.36,111.6146449,1313.604223
19.87,4.8,2.49,114.4042211,1313.604223
19.87,5.0,2.58,114.4042211,1313.604223
19.87,5.14,2.58,114.4042211,1296.34397
19.87,5.24,2.62,114.4042211,1304.95659
19.87,5.33,2.67,114.4042211,1313.604223
19.87,5.43,2.71,114.4042211,1304.95659
19.87,5.43,2.75,114.4042211,1304.95659
19.87,5.48,2.8,120.0637134,1296.34397
19.87,5.48,2.75,117.2205772,1287.7663619999998
19.87,5.52,2.75,117.2205772,1304.95659
19.87,5.48,2.75,111.6146449,1296.34397
19.87,5.57,2.75,117.2205772,1304.95659
19.87,5.57,2.8,114.4042211,1304.95659
19.87,5.57,2.8,114.4042211,1287.7663619999998
19.87,5.57,2.8,117.2205772,1313.604223
19.87,5.62,2.84,114.4042211,1313.604223
19.87,5.57,2.8,120.0637134,1287.7663619999998
19.87,5.62,2.8,117.2205772,1296.34397
19.87,5.67,2.84,114.4042211,1287.7663619999998
19.87,5.62,2.8,117.2205772,1296.34397
19.87,5.72,2.84,120.0637134,1287.7663619999998
19.87,5.72,2.8,117.2205772,1287.7663619999998
19.87,5.72,2.8,120.0637134,1304.95659
19.87,5.72,2.8,117.2205772,1304.95659
19.87,5.76,2.84,120.0637134,1304.95659
19.94,5.76,2.84,117.2205772,1296.34397
19.87,5.76,2.8,114.4042211,1287.7663619999998
19.87,5.81,2.84,120.0637134,1313.604223
19.87,5.76,2.89,117.2205772,1296.34397
19.87,5.81,2.8,117.2205772,1296.34397
19.87,5.76,2.89,114.4042211,1304.95659
19.87,5.81,2.84,117.2205772,1304.95659
19.87,5.81,2.84,114.4042211,1287.7663619999998
19.94,5.86,2.84,114.4042211,1296.34397
19.94,5.81,2.8,117.2205772,1296.34397
19.87,5.81,2.84,120.0637134,1296.34397
19.94,5.86,2.8,117.2205772,1287.7663619999998
19.94,5.86,2.84,117.2205772,1296.34397
19.94,5.91,2.84,114.4042211,1304.95659
19.94,5.91,2.84,114.4042211,1296.34397
19.94,5.91,2.84,120.0637134,1304.95659
19.94,5.96,2.84,120.0637134,1296.34397
19.94,5.91,2.8,114.4042211,1304.95659
19.94,5.96,2.8,120.0637134,1304.95659
19.94,5.96,2.8,114.4042211,1287.7663619999998
19.94,5.96,2.8,120.0637134,1304.95659
19.94,6.0,2.84,117.2205772,1304.95659
19.94,5.96,2.8,117.2205772,1304.95659
19.94,6.0,2.8,117.2205772,1304.95659
19.94,6.0,2.8,117.2205772,1296.34397
19.94,6.0,2.84,117.2205772,1304.95659
19.94,6.0,2.84,117.2205772,1322.304696
19.94,6.05,2.84,117.2205772,1296.34397
19.94,6.1,2.84,117.2205772,1304.95659
19.94,6.1,2.8,120.0637134,1287.7663619999998
19.94,6.1,2.8,114.4042211,1304.95659
19.94,6.1,2.8,114.4042211,1304.95659
19.94,6.1,2.8,117.2205772,1304.95659
19.94,6.2,2.84,117.2205772,1304.95659
19.94,6.2,2.84,117.2205772,1296.34397
19.94,6.15,2.8,117.2205772,1296.34397
19.94,6.15,2.8,117.2205772,1287.7663619999998
19.94,6.2,2.84,117.2205772,1322.304696
19.94,6.15,2.8,117.2205772,1296.34397
19.94,6.24,2.8,117.2205772,1296.34397
19.94,6.2,2.8,120.0637134,1304.95659
19.94,6.24,2.84,120.0637134,1304.95659
19.94,6.24,2.8,120.0637134,1304.95659
19.94,6.2,2.84,117.2205772,1304.95659
19.94,6.24,2.84,117.2205772,1313.604223
19.94,6.24,2.84,120.0637134,1304.95659
19.94,6.24,2.84,120.0637134,1313.604223
